10109;561497;宏碁 AN515-51-526F 暗影骑士3 进阶版 15.6英寸游戏本电脑 i5-7300HQ/4G/1T/GTX1050 2G独显;4699.00
28190;579482;宏碁(Acer)墨舞TMTX520-G2-52ZZ 15.6英寸笔记本(i5-8250U四核 4G 128GSSD+500G );4199.00
11242;569160;华硕 顽石五代FL8000UQ8550 15.6英寸游戏本电脑 i7-8550/4G/1T/2G独显;4199.00
93987;581955;联想(Lenovo)ideapad 330C 15.6英寸笔记本电脑(i5-8250U 4G 1T+128G MX110 2G FHD Office2016)黑;4298.00
93987;581954;联想(Lenovo)ideapad 330C 15.6英寸笔记本电脑(i7-8550U 4G 1T+128G MX110 2G FHD Office2016)黑;4999.00
22055;569400;华硕 顽石五代FL8000UQ8550 15.6英寸游戏笔记本电脑 i7-8550U/8G/128GSSD+1T/940MX 2G独显;4799.00
5403;561495;宏碁 AN515-51-584H 暗影骑士3进阶版 15.6英寸游戏本电脑 i5-7300HQ/8G/1T+128GSSD/GTX1050 4G独显;4499.00
7640;565178;惠普(HP) 薄锐ENVY 13-ad107TU 13.3笔记本电脑 i7-8550U/8G/360GSSD/集显;6199.00
6830;578365;ThinkPad X280(20KFA009CD)12.5英寸触控轻薄笔记本电脑(i7-8550U 8G 256GSSD 集显);9998.00
17965;577412;戴尔 XPS13-9370-R1605G 13.3英寸笔记本电脑 i5-8250U/8G/256GSSD/集显;9999.00
30445;580270;戴尔DELL G7 15.6英寸游戏笔记本电脑(i7-8750H 8G 128GSSD+1T GTX1050Ti 4G独显 指纹识别 IPS)白;8499.00
6549;577662;华硕 顽石畅玩版R540UP 15.6英寸笔记本电脑 i5-8250U/8G/500G/R5 2G独显;4099.00
6549;577664;华硕 顽石畅玩版R540UP 15.6英寸笔记本电脑 i5-8250U/4G/256GSSD/R5 2G独显;4299.00
10109;564222;宏碁 暗影骑士3 AN515-51-787J 15.6英寸游戏本电脑 i7-7700HQ/8G/1T+128GSSD/GTX1050Ti 4G独显;6599.00
41233;569401;华硕 顽石五代FL8000UQ8550 15.6英寸游戏笔记本电脑 i7-8550U/8G/1T/940MX 2G独显;4499.00
18;569361;联想 扬天V310-14 14英寸商务笔记本电脑 i7-7500U/4G/1T/R5 2G独显;5499.00
28190;546049;宏碁 TMTX50-G2-707F 15.6英寸笔记本电脑 i7-7500U/4G/256GSSD/GT940MX 2G独显;4599.00
28190;546053;宏碁 TMTX50-G2-500W 15.6英寸笔记本电脑 i5-7200U/4G/128GSSD+500G/GT940MX 2G独显;3899.00
